test_id,proof_level,pytest_selectors,evidence_files,qualification_scope,rationale
TST-REQ-0360,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0361,external,,src/openinfra/application/security_services.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0362,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0363,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0364,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0365,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0366,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0367,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0368,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0369,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0370,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0371,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0372,external,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0373,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0374,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0375,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0376,external,,docs/release/contract-completeness-promotion-policy.json,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0377,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0378,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0379,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0380,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0381,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0382,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0383,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0384,external,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0385,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0386,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0387,external,,.github/workflows/offline-runtime-licensing.yml,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0388,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0389,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0390,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0391,external,,scripts/verify_artifact.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0392,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0393,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0394,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0395,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0396,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0397,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0398,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0399,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0400,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0401,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0402,external,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0403,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0404,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0405,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0406,external,,src/openinfra/domain/licensing.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0407,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0408,partial,,src/openinfra/infrastructure/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0409,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0410,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0411,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0412,partial,,src/openinfra/interfaces/http_api.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0413,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0414,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0415,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0416,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0417,external,,src/openinfra/application/rsot_quality_services.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0418,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0419,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0420,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0421,external,,installers/setup/installer_runtime.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0422,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0423,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0424,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0425,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0426,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0427,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0428,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0429,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0430,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0431,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0432,external,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0433,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0434,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0435,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0436,external,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0437,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0438,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0439,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0440,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0441,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0442,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0443,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0444,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0445,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0446,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0447,external,,scripts/validate_autonomous_installer.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0448,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0449,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0450,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0451,external,,tests/integration/test_autonomous_installers.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0452,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0453,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0454,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0455,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0456,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0457,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0458,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0459,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0460,partial,,src/openinfra/domain/licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0461,partial,,src/openinfra/application/licensing_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0462,external,,src/openinfra/infrastructure/licensing.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0463,partial,,src/openinfra/infrastructure/postgresql.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0464,partial,,src/openinfra/infrastructure/oracle.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0465,partial,,src/openinfra/interfaces/cli.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0466,external,,src/openinfra/interfaces/http_api.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0467,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0468,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0469,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0470,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0471,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0472,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0473,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0474,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0475,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0476,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0477,external,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0478,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0479,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0480,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0481,external,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-REQ-0482,partial,,docs/release/offline-runtime-licensing-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0483,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0484,partial,,docs/release/contract-completeness-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0485,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Exigences.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0486,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Tests.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0487,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Traceabilite.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-REQ-0488,partial,,docs/specifications/OpenInfra-CDC-SFG-STG-v4.12.0/11-Matrices/Matrice-completude-contractuelle-v4.12.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-001,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/02-roadmap-phases.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-002,external,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/03-roadmap-releases.csv,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V43-003,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/04-roadmap-epics.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-004,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/07-roadmap-go-nogo.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-005,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/09-roadmap-tests-validation.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-006,partial,,docs/specifications/OpenInfra-Roadmap-Developpement-v2.5/14-alignement-cdc-v4.12.0.csv,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-007,partial,,.github/workflows/offline-runtime-licensing.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-008,partial,,.github/workflows/rsot-canonical.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-009,partial,,.github/workflows/contract-completeness.yml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-010,partial,,scripts/quality_gate.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-011,partial,,scripts/verify_artifact.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-012,partial,,scripts/smoke_installed_wheel.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-013,partial,,scripts/validate_autonomous_installer.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-014,partial,,README.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-015,partial,,tests/unit/test_runtime_offline_licensing.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-016,partial,,tests/integration/test_runtime_offline_licensing_interfaces.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-017,partial,,tests/integration/test_autonomous_installers.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-018,partial,,tests/integration/test_runtime_offline_licensing_migration.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-019,partial,,tests/integration/test_runtime_offline_licensing_frontend.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V43-020,partial,,tests/unit/test_gate12_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-001,partial,,tests/integration/test_runtime_offline_licensing_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-002,partial,,tests/integration/test_runtime_offline_licensing_postgresql_repository.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-003,partial,,tests/integration/test_rsot_canonical_contract.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-004,partial,,tests/unit/test_gate14_qualification.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-005,partial,,tests/integration/test_contract_completeness_specifications.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-006,external,,src/openinfra/domain/licensing.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-007,external,,src/openinfra/application/licensing_services.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-008,external,,src/openinfra/infrastructure/licensing.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-009,external,,src/openinfra/infrastructure/postgresql.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-010,external,,src/openinfra/infrastructure/oracle.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-011,external,,src/openinfra/interfaces/cli.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-012,external,,src/openinfra/interfaces/http_api.py,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-013,partial,,src/openinfra/domain/editions.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-014,partial,,src/openinfra/domain/security.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-015,partial,,src/openinfra/application/security_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-016,partial,,src/openinfra/application/source_of_truth_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-017,partial,,src/openinfra/application/rsot_quality_services.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-018,partial,,src/openinfra/quality/offline_licensing_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-019,partial,,src/openinfra/quality/rsot_canonical_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-020,partial,,src/openinfra/quality/contract_completeness_promotion.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-021,partial,,installers/setup/installer_runtime.py,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-022,partial,,installers/migrations/postgresql/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-023,partial,,installers/migrations/oracle/0059_runtime_offline_licensing.sql,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-024,partial,,docs/api/openapi.yaml,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-025,partial,,docs/runbooks/OFFLINE_RUNTIME_LICENSING.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-026,partial,,docs/runbooks/RSOT_CANONICAL_MIGRATION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-027,partial,,docs/runbooks/CONTRACT_COMPLETENESS_PROMOTION.md,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
TST-V44-028,external,,docs/release/offline-runtime-licensing-promotion-policy.json,Infrastructure cible ou service tiers représentatif requis.,Qualification externe non exécutée localement ; aucun résultat production complet n’est revendiqué.
TST-V44-029,partial,,docs/release/rsot-canonical-promotion-policy.json,,Preuve statique ou ciblée existante ; l’acceptation contractuelle complète reste distincte.
